#no	Lineage_Name	Alt_Lineage_Name	parasiteGenus	order	family	genus	species	subspecies	Host_Status	Host_Age	Host_Environment	continent	country	region	site	coordinates	found	tested	Reference_Name	comment
3272	COLBF25	 	Leucocytozoon	Passeriformes	Paridae	Poecile	Poecile gambeli	Poecile gambeli gambeli	Resident	Adult	Wild	North America	United States	Colorado	Boulder County, CO	40°00.89000', -105°16.23000'	1	101	Theodosopoulos et al unpubl a	 
3273	COLBF25	 	Leucocytozoon	Passeriformes	Fringillidae	Leucosticte	Leucosticte australis	 	Resident	Adult	Wild	North America	United States	Colorado	Engineer Mountain 	37°58.55000', -107°34.70000'	1	8	Theodosopoulos et al 2023	 
3274	COLBF25	 	Leucocytozoon	Passeriformes	Fringillidae	Leucosticte	Leucosticte australis	 	Resident	Adult	Wild	North America	United States	Colorado	Lake Agnes 	40°28.38300', -105°53.93300'	1	23	Theodosopoulos et al 2023	 
3275	COLBF28	 	Leucocytozoon	Passeriformes	Turdidae	Turdus	Turdus migratorius	 	Migratory	Adult	Wild	North America	United States	Alaska	Denali Highway near Seattle Creek	63°19.43100', -148°13.90860'	2	8	Galen et al 2018	 
3276	COLBF28	 	Leucocytozoon	Passeriformes	Turdidae	Turdus	Turdus migratorius	 	Migratory	Adult	Wild	North America	United States	Alaska	Denali Highway Corkscrew Creek	63°02.32860', -147°00.22320'	1	2	Galen et al 2018	 
3277	COLBF29	EMGO20	Leucocytozoon	Anseriformes	Anatidae	Anser	Anser canagica	 	Migratory	Adult	Wild	North America	United States	Alaska	Manokinak River	61°12.00000', -165°06.00000'	1	607	Ramey et al 2021	 
3278	COLBF32	 	Leucocytozoon	Passeriformes	Turdidae	Turdus	Turdus migratorius	 	Migratory	Adult	Wild	North America	United States	Alaska	Denali Highway near Seattle Creek	63°19.43100', -148°13.90860'	1	8	Galen et al 2018	 
3279	COLBF32	 	Leucocytozoon	Passeriformes	Turdidae	Turdus	Turdus migratorius	 	Migratory	Adult	Wild	North America	United States	 	Andes, New York	42°11.90833', -074°52.81233'	1	 	Fecchio et al 2019d	 
3280	COLBUC01	hCB4ECUW	Haemoproteus	Columbiformes	Columbidae	Columbina	Columbina buckleyi	 	 	 	Wild	South America	Ecuador	 	 	 	 	 	Valkiunas et al 2010b	 
3281	COLBUC01	COTAL01	Haemoproteus	Columbiformes	Columbidae	Columbina	Columbina talpacoti	 	 	 	Wild	South America	Brazil	 	Salto da Divisa	-15°59.00000', -039°57.00000'	1	 	Lacorte et al 2013	 
3282	COLBUC01	COTAL01	Haemoproteus	Columbiformes	Columbidae	Columbina	Columbina talpacoti	 	 	 	Wild	South America	Brazil	 	Manga	-14°44.00000', -043°51.00000'	1	 	Lacorte et al 2013	 
3283	COLBUC01	COTAL01	Haemoproteus	Cuculiformes	Coccyzidae	Coccyzus	Coccyzus melacoryphus	 	 	 	Wild	South America	Brazil	 	Salto da Divisa	-15°59.00000', -039°57.00000'	2	 	Lacorte et al 2013	 
3284	COLBUC01	 	Haemoproteus	Columbiformes	Columbidae	Columbina	Columbina talpacoti	 	Resident	Unknown	Wild	South America	Brazil	 	Pantanal1	-19°34.00000', -057°01.00000'	 	 	Fecchio et al 2017a	 
3285	COLBUC01	COTAL01	Haemoproteus	Columbiformes	Columbidae	Columbina	Columbina talpacoti	 	Resident	Adult	Wild	South America	Brazil	 	Mata Seca State Park	-14°50.91100', 043°59.29800'	2	3	Ferreira et al 2017	 
3286	COLBUC01	 	Haemoproteus	Columbiformes	Columbidae	Columbina	Columbina talpacoti	 	Unknown	Unknown	Wild	South America	Peru	 	Community_1	-11°42.66000', -069°12.76800'	6	9	McNew et al 2021	Precise locality information as well as age/sex for individual hosts is available in supplemental datasets for McNew et al. 2021
3287	COLBUC01	 	Haemoproteus	Columbiformes	Columbidae	Columbina	Columbina talpacoti	 	Unknown	Unknown	Wild	South America	Peru	 	Community_8	-13°03.33000', -071°31.59199'	1	1	McNew et al 2021	Precise locality information as well as age/sex for individual hosts is available in supplemental datasets for McNew et al. 2021
3288	COLBUC01	 	Haemoproteus	Passeriformes	Tyrannidae	Terenotriccus	Terenotriccus erythrurus	 	Unknown	Unknown	Wild	South America	Peru	 	Community_1	-11°42.66000', -069°12.76800'	2	8	McNew et al 2021	Precise locality information as well as age/sex for individual hosts is available in supplemental datasets for McNew et al. 2021
3289	COLBUC01	 	Haemoproteus	Columbiformes	Columbidae	Columbina	Columbina talpacoti	 	Resident	Adult	Wild	South America	Brazil	 	Cáceres	-16°28.60200', -058°09.03599'	1	15	Fecchio et al 2022a	 
3290	COLBUC01	 	Haemoproteus	Columbiformes	Columbidae	Columbina	Columbina talpacoti	 	Resident	Adult	Wild	South America	Brazil	 	Fazenda Espirito Santo	-01°06.63480', -049°12.80880'	3	5	Fecchio et al 2023	 
3291	COLBUC01	 	Haemoproteus	Columbiformes	Columbidae	Columbina	Columbina talpacoti	 	Resident	Adult	Wild	South America	Brazil	 	Fazenda Santo Andre	-01°09.28860', -049°11.96580'	2	2	Fecchio et al 2023	 
3292	COLBUC01	 	Haemoproteus	Columbiformes	Columbidae	Columbina	Columbina talpacoti	 	Resident	Adult	Wild	South America	Brazil	 	Labrea02	-07°24.85140', -064°43.71960'	1	1	Fecchio et al 2023	 
3293	COLBUC01	 	Haemoproteus	Piciformes	Ramphastidae	Pteroglossus	Pteroglossus aracari	 	Resident	Adult	Wild	South America	Brazil	 	Fazenda Santo Andre	-01°09.28860', -049°11.96580'	1	2	Fecchio et al 2023	 
3294	COLBUC01	 	Haemoproteus	Passeriformes	Thamnophilidae	Thamnophilus	Thamnophilus nigrocinereus	 	Resident	Adult	Wild	South America	Brazil	 	Fazenda Espirito Santo	-01°06.63480', -049°12.80880'	1	4	Fecchio et al 2023	 
3295	COLCRU01	CC5Ecu	Haemoproteus	Columbiformes	Columbidae	Columbina	Columbina cruziana	 	 	 	Wild	South America	Ecuador	 	 	 	 	 	Santiago-Alarcon et al 2010	 
3296	COLCRU01	CC5Ecu	Haemoproteus	Columbiformes	Columbidae	Leptotila	Leptotila verreauxi	 	 	 	Wild	South America	Ecuador	 	 	 	 	 	Santiago-Alarcon et al 2010	 
3297	COLELP01	 	Haemoproteus	Columbiformes	Columbidae	Columba	Columba elphinstonii	 	Resident	Unknown	Wild	Asia	India	 	Kodi	10°13.80000', 077°25.80000'	1	1	Gupta et al 2019	 
3298	COLELP01	 	Haemoproteus	Columbiformes	Columbidae	Columba	Columba elphinstonii	 	Resident	Unknown	Wild	Asia	India	 	Sispara	11°10.80000', 076°28.20000'	1	1	Gupta et al 2019	 
3299	COLESC01	EFT032P	Plasmodium	Apodiformes	Apodidae	Collocalia	Collocalia esculenta	 	Resident	Unknown	Wild	Oceania	Vanuatu	 	 	 	 	 	Olsson-Pons et al 2015	 
3300	COLINC01	GDE23,SIGua1,SIGua2	Haemoproteus	Columbiformes	Columbidae	Columbina	Columbina inca	 	 	 	Wild	North America	Guatemala	 	 	 	 	 	Santiago-Alarcon et al 2010	 
3301	COLINC01	GDE23,SIGua1,SIGua2	Haemoproteus	Columbiformes	Columbidae	Columbina	Columbina talpacoti	 	 	 	Wild	North America	Guatemala	 	 	 	 	 	Santiago-Alarcon et al 2010	 
3302	COLIV03	 	Haemoproteus	Columbiformes	Columbidae	Columba	Columba livia	 	 	 	Wild	North America	United States	Massachusetts	 	 	 	 	Martinsen et al 2008	Original lineage name COLIV01 replaced 2021-12-08
3303	COLIV03	 	Haemoproteus	Columbiformes	Columbidae	Columba	Columba livia	 	Resident	 	Wild	Africa	Nigeria	Kano	 	 	1	3	Karamba et al 2012	 
3304	COLIV03	 	Haemoproteus	Columbiformes	Columbidae	Columba	Columba livia	 	Resident	Unknown	Wild	South America	Brazil	São Paulo	Sao Paulo Zoo	-23°39.08300', -046°37.16800'	1	20	Chagas et al 2016	Smear positive
3305	COLIV03	 	Haemoproteus	Columbiformes	Columbidae	Columba	Columba livia	 	Resident	Adult	Wild	Africa	South Africa	 	Cape Town	-33°55.00000', 018°29.00000'	39	134	Nebel et al 2020	 
3306	COLIV03	 	Haemoproteus	Columbiformes	Columbidae	Columba	Columba livia	 	Resident	Juvenile	Wild	Africa	South Africa	 	Cape Town	-33°55.00000', 018°29.00000'	5	9	Nebel et al 2020	 
3307	COLIV03	 	Haemoproteus	Columbiformes	Columbidae	Columba	Columba livia	 	Resident	Adult	Wild	Asia	Turkey	 	Samsun	41°17.20000', 036°19.80000'	3	100	Ciloglu unpubl	Positive by microscopy
3308	COLIV04	Columba livia 1,Streptopelia orientalis 3	Leucocytozoon	Columbiformes	Columbidae	Columba	Columba livia	 	Resident	Unknown	Wild	Asia	Japan	Hokkaido	 	 	 	 	Yoshimura et al unpubl	 
3309	COLIV04	Columba livia 1,Streptopelia orientalis 3	Leucocytozoon	Columbiformes	Columbidae	Streptopelia	Streptopelia orientalis	 	Resident	Unknown	Wild	Asia	Japan	Hokkaido	 	 	 	 	Yoshimura et al unpubl	 
3310	COLIV04	 	Leucocytozoon	Columbiformes	Columbidae	Streptopelia	Streptopelia turtur	 	Migratory	Adult	Wild	Europe	Greece	 	Antikythira Island	35°51.72200', 023°18.29700'	8	49	Schumm et al 2021	 
3311	COLIV04	 	Leucocytozoon	Columbiformes	Columbidae	Columba	Columba palumbus	 	Unknown	Adult	Wild	Europe	Germany	 	Hesse	50°39.12300', 009°09.74600'	10	60	Schumm et al 2021	1 individual mixed infection with AEMO02
3312	COLIV04	 	Leucocytozoon	Columbiformes	Columbidae	Streptopelia	Streptopelia turtur	 	Migratory	Adult	Wild	Europe	Italy	 	Ventotene Island	40°47.58700', 013°25.59700'	4	27	Schumm et al 2021	 
3313	COLIV04	 	Leucocytozoon	Columbiformes	Columbidae	Columba	Columba livia	 	Resident	Adult	Wild	Asia	Turkey	 	Samsun	41°17.20000', 036°19.80000'	1	100	Ciloglu unpubl	Positive by microscopy
3314	COLIV05	Columba livia 2	Leucocytozoon	Columbiformes	Columbidae	Columba	Columba livia	 	Resident	Unknown	Wild	Asia	Japan	Hokkaido	 	 	 	 	Yoshimura et al unpubl	 
3315	COLIV06	 	Haemoproteus	Columbiformes	Columbidae	Columba	Columba livia	 	Resident	Unknown	Wild	South America	Brazil	São Paulo	Sao Paulo Zoo	-23°39.08300', -046°37.16800'	1	20	Chagas et al 2016	Smear positive
3316	COLIV06	COQUI06	Haemoproteus	Columbiformes	Columbidae	Columba	Columba livia	 	Resident	Adult	Wild	Africa	South Africa	 	Cape Town	-33°55.00000', 018°29.00000'	4	134	Nebel et al 2020	 
3317	COLIV07	Haemoproteus columbae clone UN348A	Haemoproteus	Columbiformes	Columbidae	Columba	Columba livia	 	Resident	Unknown	Wild	South America	Colombia	 	 	 	 	 	Pacheco et al 2017	 
3318	COLL1	 	Plasmodium	Passeriformes	Motacillidae	Motacilla	Motacilla flava	 	 	 	Wild	Europe	Spain	 	 	 	 	 	Hellgren et al 2007b	 
3319	COLL1	 	Plasmodium	Passeriformes	Passeridae	Passer	Passer domesticus	 	 	 	Wild	Europe	France	 	 	 	 	 	Bonneaud et al 2006	 
3320	COLL1	 	Plasmodium	Passeriformes	Sylviidae	Sylvia	Sylvia atricapilla	 	 	 	Wild	Europe	Spain	 	 	 	 	 	Hellgren et al 2007b	 
3321	COLL1	 	Plasmodium	Passeriformes	Passeridae	Passer	Passer domesticus	 	 	 	Wild	Europe	Bulgaria	 	 	 	1	59	Dimitrov et al 2010	 
3322	COLL1	 	Plasmodium	Passeriformes	Passeridae	Passer	Passer hispaniolensis	 	 	 	Wild	Europe	Bulgaria	 	 	 	1	15	Dimitrov et al 2010	 
3323	COLL1	 	Plasmodium	Passeriformes	Motacillidae	Motacilla	Motacilla flava	 	 	 	Wild	Europe	Bulgaria	 	 	 	1	15	Dimitrov et al 2010	 
3324	COLL1	 	Plasmodium	Passeriformes	Passeridae	Passer	Passer domesticus	 	 	 	Wild	Europe	France	 	Anglus	48°23.00000', 004°44.00000'	2	58	Loiseau et al 2011	 
3325	COLL1	 	Plasmodium	Passeriformes	Passeridae	Passer	Passer domesticus	 	 	 	Wild	Europe	France	 	Crennes	48°22.00000', 000°16.00000'	4	55	Loiseau et al 2011	 
3326	COLL1	 	Plasmodium	Passeriformes	Passeridae	Passer	Passer domesticus	 	 	 	Wild	Europe	France	 	Arles	43°40.00000', 004°37.00000'	4	49	Loiseau et al 2011	 
3327	COLL1	 	Plasmodium	Passeriformes	Passeridae	Passer	Passer domesticus	 	 	 	Wild	Europe	France	 	Chize	46°08.00000', 000°25.00000'	2	54	Loiseau et al 2011	 
3328	COLL1	 	Plasmodium	Passeriformes	Passeridae	Passer	Passer domesticus	 	 	 	Wild	Europe	Romania	 	Cojocna	46°30.00000', 023°30.00000'	1	33	Marzal et al 2011	 
3329	COLL1	 	Plasmodium	Passeriformes	Passeridae	Passer	Passer domesticus	 	 	 	Wild	Europe	Spain	 	Badajoz	38°53.00000', -006°58.00000'	3	126	Marzal et al 2011	 
3330	COLL1	 	Plasmodium	Passeriformes	Passeridae	Passer	Passer domesticus	 	 	 	Wild	Europe	Romania	 	Cluj Napoca	46°30.00000', 023°18.00000'	2	31	Marzal et al 2011	 
3331	COLL1	 	Plasmodium	Passeriformes	Passeridae	Passer	Passer domesticus	 	 	 	Wild	Europe	Romania	 	Vacareni	45°12.00000', 028°06.00000'	4	40	Marzal et al 2011	 
3332	COLL1	 	Plasmodium	Passeriformes	Passeridae	Passer	Passer hispaniolensis	 	 	 	Wild	Europe	Bulgaria	 	Kalimok	44°01.00000', 026°26.00000'	2	21	Marzal et al 2011	 
3333	COLL1	PI-COLL1	Plasmodium	Passeriformes	Paridae	Cyanistes	Cyanistes caeruleus	 	 	 	Wild	Europe	Austria	 	Vienna	48°13.00000', 016°20.00000'	1	42	Szöllosi et al 2011	 
3334	COLL1	 	Plasmodium	Passeriformes	Sylviidae	Locustella	Locustella luscinioides	 	 	 	Wild	Europe	Portugal	 	Santo André	38°05.00767', -008°47.11467'	1	30	Ventim et al 2012a	 
3335	COLL1	 	Plasmodium	Passeriformes	Paridae	Cyanistes	Cyanistes caeruleus	 	 	 	Wild	Europe	Spain	 	Quintos de Mora	39°41.00000',  -004°06.00000'	1	462	Ferrer et al 2012	 
3336	COLL1	 	Plasmodium	Passeriformes	Paridae	Cyanistes	Cyanistes caeruleus	 	 	 	Wild	Europe	Spain	 	Cabaneros	39°22.67700',  -004°30.33100'	1	111	Ferrer et al 2012	 
3337	COLL1	 	Plasmodium	Passeriformes	Paridae	Cyanistes	Cyanistes caeruleus	 	 	 	Wild	Europe	Spain	 	San Pablo de los Montes	39°51.39200',  -004°35.00000'	2	280	Ferrer et al 2012	 
3338	COLL1	 	Plasmodium	Passeriformes	Motacillidae	Motacilla	Motacilla flava	 	 	 	Wild	Europe	Bulgaria	 	Kalimok	44°01.00000', 026°26.00000'	4	92	Dimitrov et al 2013	 
3339	COLL1	 	Plasmodium	Passeriformes	Sylviidae	Sylvia	Sylvia atricapilla	 	Migratory	Unknown	Wild	Europe	Spain	 	Campo de Gibraltar	36°01.00000', -005°36.00000'	1	541	Pérez-Rodriguez et al 2015	 
3340	COLL1	H285	Plasmodium	Passeriformes	Fringillidae	Emberiza	Emberiza cirlus	 	Resident	Unknown	Wild	Europe	Portugal	 	 	 	1	6	Mata et al 2015	 
3341	COLL1	H285	Plasmodium	Passeriformes	Fringillidae	Emberiza	Emberiza cia	 	Resident	Unknown	Wild	Europe	Portugal	 	 	 	1	5	Mata et al 2015	 
3342	COLL1	BIC29	Plasmodium	Passeriformes	Motacillidae	Anthus	Anthus campestris	 	Migratory	Adult + Juvenile	Wild	Europe	Spain	 	Valeria	39°48.00000', -002°10.00000'	11	200	Calero-Riestra & Garcia 2016	Numbers found estimated from reported % in publication
3343	COLL1	Clade F	Plasmodium	Passeriformes	Ploceidae	Euplectes	Euplectes orix	 	Resident	Unknown	Wild	Africa	South Africa	Western Cape	 	 	1	195	Okanga et al 2014	 
3344	COLL1	 	Plasmodium	Passeriformes	Passeridae	Passer	Passer domesticus	 	Resident	Juvenile	Wild	Europe	Spain	 	Bar Estero (Isla Mayor)	37°07.89816', -006°09.79037'	1	91	Ferraguti et al 2018	 
3345	COLL1	 	Plasmodium	Passeriformes	Passeridae	Passer	Passer domesticus	 	Resident	Juvenile	Wild	Europe	Spain	 	Camping Aguadulce	36°40.31285', -006°24.36588'	1	69	Ferraguti et al 2018	 
3346	COLL1	 	Plasmodium	Passeriformes	Passeridae	Passer	Passer domesticus	 	Resident	Juvenile	Wild	Europe	Spain	 	Cañada de los Pajaros	37°14.30387', -006°07.77329'	3	105	Ferraguti et al 2018	 
3347	COLL1	 	Plasmodium	Passeriformes	Passeridae	Passer	Passer domesticus	 	Resident	Adult + Juvenile	Wild	Europe	Spain	 	San Juan del Puerto	37°18.72294', -006°50.92716'	7	91	Ferraguti et al 2018	 
3348	COLL1	 	Plasmodium	Passeriformes	Passeridae	Passer	Passer domesticus	 	Resident	Juvenile	Wild	Europe	Spain	 	Sevilla	37°21.50592', -005°58.72164'	3	37	Ferraguti et al 2018	 
3349	COLL1	 	Plasmodium	Passeriformes	Passeridae	Passer	Passer domesticus	 	Resident	Juvenile	Wild	Europe	Spain	 	Club Hipico Dolmen de Soto	37°19.87926', -006°46.12800'	2	75	Ferraguti et al 2018	 
3350	COLL1	 	Plasmodium	Passeriformes	Passeridae	Passer	Passer domesticus	 	Resident	Adult + Juvenile	Wild	Europe	Spain	 	Colegio Publico Lapachar	36°43.84362', -006°25.79892'	7	92	Ferraguti et al 2018	 
3351	COLL1	 	Plasmodium	Passeriformes	Passeridae	Passer	Passer domesticus	 	Resident	Juvenile	Wild	Europe	Spain	 	Doñana	36°58.84673', -006°29.00460'	1	16	Ferraguti et al 2018	 
3352	COLL1	 	Plasmodium	Passeriformes	Passeridae	Passer	Passer domesticus	 	Resident	Adult + Juvenile	Wild	Europe	Spain	 	Lantejuela	37°21.00066', -005°13.39506'	2	38	Ferraguti et al 2018	 
3353	COLL1	 	Plasmodium	Passeriformes	Passeridae	Passer	Passer domesticus	 	Resident	Juvenile	Wild	Europe	Spain	 	Cortijo Veta la Palma	37°01.81985', -006°11.40186'	8	87	Ferraguti et al 2018	 
3354	COLL1	 	Plasmodium	Passeriformes	Passeridae	Passer	Passer domesticus	 	Resident	Juvenile	Wild	Europe	Spain	 	Dehesa de Abajo	37°13.02654', -006°11.14524'	3	27	Ferraguti et al 2018	 
3355	COLL1	 	Plasmodium	Passeriformes	Passeridae	Passer	Passer domesticus	 	Resident	Adult + Juvenile	Wild	Europe	Spain	 	Escuela de Equitación Espigares	37°20.76078', -005°56.58606'	2	51	Ferraguti et al 2018	 
3356	COLL1	 	Plasmodium	Passeriformes	Passeridae	Passer	Passer domesticus	 	Resident	Juvenile	Wild	Europe	Spain	 	Estacion anillamiento Rio Guadaira	37°14.96454', -006°01.43003'	9	65	Ferraguti et al 2018	 
3357	COLL1	 	Plasmodium	Passeriformes	Passeridae	Passer	Passer domesticus	 	Resident	Juvenile	Wild	Europe	Spain	 	Granja de Pollos	37°22.96434', -006°59.27148'	1	58	Ferraguti et al 2018	 
3358	COLL1	 	Plasmodium	Passeriformes	Passeridae	Passer	Passer domesticus	 	Resident	Juvenile	Wild	Europe	Spain	 	Granja en la Algaida	36°49.20822', -006°19.51878'	2	52	Ferraguti et al 2018	 
3359	COLL1	 	Plasmodium	Passeriformes	Passeridae	Passer	Passer domesticus	 	Resident	Juvenile	Wild	Europe	Spain	 	Isla de Tarfia (Veta la Palma)	37°01.145520', -006°09.74399'	1	53	Ferraguti et al 2018	 
3360	COLL1	 	Plasmodium	Passeriformes	Passeridae	Passer	Passer domesticus	 	Resident	Juvenile	Wild	Europe	Spain	 	La HAMPA	37°17.01623', -006°03.92976'	1	97	Ferraguti et al 2018	 
3361	COLL1	 	Plasmodium	Passeriformes	Passeridae	Passer	Passer domesticus	 	Resident	Juvenile	Wild	Europe	Spain	 	La loma del Acebuchar	37°21.49524', -005°54.21978'	1	91	Ferraguti et al 2018	 
3362	COLL1	 	Plasmodium	Passeriformes	Passeridae	Passer	Passer domesticus	 	Resident	Juvenile	Wild	Europe	Spain	 	Laguna de Medina	36°36.83051', -006°03.42167'	2	42	Ferraguti et al 2018	 
3363	COLL1	 	Plasmodium	Passeriformes	Passeridae	Passer	Passer domesticus	 	Resident	Adult + Juvenile	Wild	Europe	Spain	 	Laguna del Gobierno	37°21.82547', -005°13.77888'	5	48	Ferraguti et al 2018	 
3364	COLL1	 	Plasmodium	Passeriformes	Passeridae	Passer	Passer domesticus	 	Resident	Unknown	Wild	Europe	Spain	 	OCA La Campiña	36°40.89912', -006°07.53221'	2	28	Ferraguti et al 2018	 
3365	COLL1	 	Plasmodium	Passeriformes	Passeridae	Passer	Passer domesticus	 	Resident	Adult + Juvenile	Wild	Europe	Spain	 	Oficina SEO en El Rocio	37°07.64736', -006°28.79892'	5	93	Ferraguti et al 2018	 
3366	COLL1	 	Plasmodium	Passeriformes	Passeridae	Passer	Passer domesticus	 	Resident	Adult	Wild	Europe	Spain	 	Pablo de Olavide	37°21.20459', -005°56.16522'	1	33	Ferraguti et al 2018	 
3367	COLL1	 	Plasmodium	Passeriformes	Passeridae	Passer	Passer domesticus	 	Resident	Juvenile	Wild	Europe	Spain	 	Palacio de Doñana	36°59.32223', -006°26.58276'	21	92	Ferraguti et al 2018	 
3368	COLL1	 	Plasmodium	Passeriformes	Passeridae	Passer	Passer domesticus	 	Resident	Unknown	Wild	Europe	Spain	 	Palacio Duquesa Medina Sidonia	36°46.59330', -006°21.22152'	1	36	Ferraguti et al 2018	 
3369	COLL1	 	Plasmodium	Passeriformes	Passeridae	Passer	Passer domesticus	 	Resident	Juvenile	Wild	Europe	Spain	 	Pinar de la Algaida	36°50.81160', -006°19.05288'	1	16	Ferraguti et al 2018	 
3370	COLL1	 	Plasmodium	Passeriformes	Passeridae	Passer	Passer domesticus	 	Resident	Juvenile	Wild	Europe	Spain	 	Lantejuela urban	37°20.96579', -005°13.75164'	3	23	Ferraguti et al 2018	 
3371	COLL1	 	Plasmodium	Passeriformes	Passeridae	Passer	Passer domesticus	 	Resident	Unknown	Wild	Europe	Spain	 	Punta Candor	36°38.14559', -006°23.57784'	1	38	Ferraguti et al 2018	 
3372	COLL1	 	Plasmodium	Passeriformes	Passeridae	Passer	Passer domesticus	 	Resident	Juvenile	Wild	Europe	Spain	 	Sede Los Álamos Diputación de Huelva	37°16.74197', -006°54.58530'	1	69	Ferraguti et al 2018	 
3373	COLL1	 	Plasmodium	Passeriformes	Passeridae	Passer	Passer domesticus	 	Resident	Adult + Juvenile	Wild	Europe	Spain	 	Yeguada Hierro del Bocado	36°37.27740', -006°04.90494'	5	41	Ferraguti et al 2018	 
3374	COLL1	 	Plasmodium	Passeriformes	Fringillidae	Emberiza	Emberiza schoeniclus	 	Migratory	Adult	Wild	Europe	Bulgaria	 	Durankulak	43°40.00000', 028°32.00000'	1	9	Dimitrov et al 2018	 
3375	COLL1	 	Plasmodium	Passeriformes	Motacillidae	Motacilla	Motacilla alba	 	Migratory	Adult + Juvenile	Wild	Europe	Bulgaria	 	Durankulak	43°40.00000', 028°32.00000'	2	6	Dimitrov et al 2018	 
3376	COLL1	 	Plasmodium	Passeriformes	Motacillidae	Motacilla	Motacilla flava	 	Migratory	Juvenile	Wild	Europe	Bulgaria	 	Durankulak	43°40.00000', 028°32.00000'	1	18	Dimitrov et al 2018	 
3377	COLL1	 	Plasmodium	Passeriformes	Passeridae	Passer	Passer domesticus x hispaniolensis	 	Resident	Unknown	Wild	Africa	Tunisia	 	Oum-Errous	33°43.00000', 008°53.00000'	1	77	Ayadi et al 2018	 
3378	COLL1	 	Plasmodium	Passeriformes	Passeridae	Passer	Passer domesticus	 	Resident	Adult	Wild	Europe	Bulgaria	 	Kalimok	44°01.00000', 026°26.00000'	2	47	Emmenegger et al 2018	 
3379	COLL1	 	Plasmodium	Passeriformes	Passeridae	Passer	Passer hispaniolensis	 	Migratory	Adult	Wild	Europe	Bulgaria	 	Kalimok	44°01.00000', 026°26.00000'	1	83	Emmenegger et al 2018	 
3380	COLL1	 	Plasmodium	Passeriformes	Passeridae	Passer	Passer domesticus	 	Resident	Unknown	Wild	Europe	Spain	Extremadura	Badajoz	38°53.00000', -006°58.00000'	2	275	Garcia-Longoria et al 2019	 
3381	COLL1	 	Plasmodium	Passeriformes	Passeridae	Passer	Passer domesticus	 	Resident	Unknown	Wild	Europe	Spain	 	Badajoz	38°53.00000', -006°58.00000'	1	186	Neto et al 2020	 
3382	COLL1	 	Plasmodium	Passeriformes	Passeridae	Passer	Passer domesticus	 	Resident	Unknown	Wild	Europe	Bulgaria	 	Kalimok	44°01.00000', 026°26.00000'	6	157	Neto et al 2020	 
3383	COLL1	 	Plasmodium	Passeriformes	Passeridae	Passer	Passer domesticus	 	Resident	Unknown	Wild	Europe	Poland	 	Trzcinica	49°43.55300', 021°25.34100'	5	167	Neto et al 2020	 
3384	COLL1	 	Plasmodium	Passeriformes	Paridae	Cyanistes	Cyanistes caeruleus	 	Resident	Unknown	Wild	Europe	Slovakia	Kosicky	Drienovec	48°36.96600’, 020°54.90000’	1	118	Sujanová et al 2021	 
3385	COLL1	 	Plasmodium	Passeriformes	Passeridae	Prunella	Prunella modularis	 	Resident	Unknown	Wild	Europe	Slovakia	Kosicky	Drienovec	48°36.96600’, 020°54.90000’	1	69	Sujanová et al 2021	 
3386	COLL10	 	Plasmodium	Passeriformes	Muscicapidae	Ficedula	Ficedula albicollis	 	 	 	Wild	Europe	Sweden	 	Öland	57°10.00000', 016°58.00000'	3	695	Kulma et al 2013	 
3387	COLL10	 	Plasmodium	Passeriformes	Muscicapidae	Ficedula	Ficedula albicollis	 	Migratory	Adult	Wild	Europe	Sweden	 	Öland	57°10.00000', 016°58.00000'	1	356	Kulma et al 2014	 
3388	COLL10	 	Plasmodium	Passeriformes	Muscicapidae	Ficedula	Ficedula albicollis	 	Migratory	Adult	Wild	Europe	Hungary	 	Pilis Mountains	47°43.00000', 019°01.00000'	1	177	Jones et al 2018	 
3389	COLL10	 	Plasmodium	Passeriformes	Muscicapidae	Ficedula	Ficedula albicollis	 	Migratory	Adult	Wild	Europe	Sweden	 	Öland	57°10.00000', 016°58.00000'	1	365	Jones et al 2018	 
3390	COLL11	 	Plasmodium	Passeriformes	Muscicapidae	Ficedula	Ficedula albicollis	 	 	 	Wild	Europe	Sweden	 	Öland	57°10.00000', 016°58.00000'	1	695	Kulma et al 2013	 
3391	COLL11	 	Plasmodium	Passeriformes	Muscicapidae	Ficedula	Ficedula albicollis	 	Migratory	Adult	Wild	Europe	Sweden	 	Öland	57°10.00000', 016°58.00000'	1	356	Kulma et al 2014	 
3392	COLL11	 	Plasmodium	Passeriformes	Muscicapidae	Cossypha	Cossypha heuglini	 	Resident	 	Wild	Africa	Malawi	Rumphi (Rumpil)	Vwaza Wildlife Reserve	-11°08.03300', 033°39.30700'	1	3	Lutz et al 2015	Host_Collection_Number: 468080
3393	COLL11	 	Plasmodium	Passeriformes	Muscicapidae	Cercotrichas	Cercotrichas barbata	 	Resident	 	Wild	Africa	Malawi	Rumphi (Rumpil)	Vwaza Wildlife Reserve	-11°08.03300', 033°39.30700'	1	2	Lutz et al 2015	Host_Collection_Number: 468043
3394	COLL11	 	Plasmodium	Passeriformes	Muscicapidae	Cercotrichas	Cercotrichas leucophrys	 	Resident	 	Wild	Africa	Malawi	Rumphi (Rumpil)	Vwaza Wildlife Reserve	-11°08.03300', 033°39.30700'	3	5	Lutz et al 2015	Host_Collection_Number: 468045 468046 468047
